"","X","word","source","corpusfreq","corpusrank","english","transl_en","textsame"
"8522",8521,"gorm","mm",2,8522,0,"blue",0
"8523",8522,"shéanfainn","cm",2,8523,0,"I would deny",0
"8524",8523,"neamhchosúil","cm",2,8524,0,"unlike",0
"8525",8524,"chomhgairdeachas","cm",2,8525,0,"congratulation",0
"8526",8525,"chuartú","cm",2,8526,0,"search",0
"8527",8526,"thórraimh","cm",2,8527,0,"excesses",0
"8528",8527,"crá","mm",2,8528,0,"torment",0
"8529",8528,"n-aoirí","cm",2,8529,0,"shepherds",0
"8530",8529,"dtiúin","cm",2,8530,0,"tune",0
"8531",8530,"fhágail","cm",2,8531,0,"leave",0
"8532",8531,"dtosódh","cm",2,8532,0,"would begin",0
"8533",8532,"bhfeidhmeoidh","cm",2,8533,0,"will operate",0
"8534",8533,"thosaíodh","cm",2,8534,0,"started",0
"8535",8534,"tinreamh","mm",2,8535,0,"attendance",0
"8536",8535,"áirím","cm",2,8536,0,"I count",0
"8537",8536,"bhuncheist","cm",2,8537,0,"basic question",0
"8538",8537,"mórcheisteanna","cm",2,8538,0,"major issues",0
"8539",8538,"bpléifimid","cm",2,8539,0,"let's discuss",0
"8540",8539,"éascaí","cm",2,8540,0,"easier",0
"8541",8540,"reachtóir","cm",2,8541,0,"legislator",0
"8542",8541,"chúlbhinseoir","cm",2,8542,0,"backbencher",0
"8543",8542,"conchúr","cm",2,8543,0,"a neighbor",0
"8544",8543,"brían","cm",2,8544,0,"wit",0
"8545",8544,"meánach","mm",2,8545,0,"average",0
"8546",8545,"foclóirí","cm",2,8546,0,"dictionaries",0
"8547",8546,"bheathú","cm",2,8547,0,"feeding",0
"8548",8547,"bhochtanais","cm",2,8548,0,"poverty",0
"8549",8548,"ghuaillí","cm",2,8549,0,"shoulders",0
"8550",8549,"míchothram","cm",2,8550,0,"imbalance",0
"8551",8550,"sábhálfadh","cm",2,8551,0,"would save",0
"8552",8551,"smaoineoidh","cm",2,8552,0,"will think",0
"8553",8552,"polataíochta","cm",2,8553,0,"politics",0
"8554",8553,"níall","cm",2,8554,0,"niall",0
"8555",8554,"rabhadh","mm",2,8555,0,"warning",0
"8556",8555,"cathaoireacha","cm",2,8556,0,"chairs",0
"8557",8556,"gcuimhin","cm",2,8557,0,"remember",0
"8558",8557,"an-mhacánta","cm",2,8558,0,"very honest",0
"8559",8558,"áúsáid","cm",2,8559,0,"being used",0
"8560",8559,"chomharsanacht","cm",2,8560,0,"neighborhood",0
"8561",8560,"fráma","mm",2,8561,0,"frame",0
"8562",8561,"ndaingnítear","cm",2,8562,0,"is confirmed",0
"8563",8562,"ndáirire","cm",2,8563,0,"really",0
"8564",8563,"ró-óg","cm",2,8564,0,"too young",0
"8565",8564,"mbéifeáábalta","cm",2,8565,0,"would be possible",0
"8566",8565,"speisíalta","cm",2,8566,0,"special",0
"8567",8566,"stáidéar","cm",2,8567,0,"study",0
"8568",8567,"fhíor-ghaeltacht","cm",2,8568,0,"true Gaeltacht",0
"8569",8568,"an-chiúin","cm",2,8569,0,"very quiet",0
"8570",8569,"cathlán","cm",2,8570,0,"battalion",0
"8571",8570,"bheairic","cm",2,8571,0,"barracks",0
"8572",8571,"shaighdiúirí","cm",2,8572,0,"soldiers",0
"8573",8572,"muileann","mm",2,8573,0,"mill",0
"8574",8573,"mbunáit","cm",2,8574,0,"base",0
"8575",8574,"áirid","mm",2,8575,0,"certain",0
"8576",8575,"bunáit","mm",2,8576,0,"base",0
"8577",8576,"cúltaca","mm",2,8577,0,"backup",0
"8578",8577,"bhfágann","cm",2,8578,0,"leaves",0
"8579",8578,"fágaimid","cm",2,8579,0,"we leave",0
"8580",8579,"taoisach","cm",2,8580,0,"pastor",0
"8581",8580,"hárd","cm",2,8581,0,"high",0
"8582",8581,"sagairt","gdoc",2,8582,0,"priests",0
"8583",8582,"carthanachtaí","cm",2,8583,0,"charities",0
"8584",8583,"fáil-sponsored","cm",2,8584,0,"sponsored",0
"8585",8584,"ciontaí","cm",2,8585,0,"offenses",0
"8586",8585,"iomaíochas","cm",2,8586,0,"competitiveness",0
"8587",8586,"íslíonn","cm",2,8587,0,"decreases",0
"8588",8587,"n-oibriú","cm",2,8588,0,"their work",0
"8589",8588,"admhaigh","mm",2,8589,0,"admitted",0
"8590",8589,"seirbhíseanna","cm",2,8590,0,"services",0
"8591",8590,"mheicníocht","cm",2,8591,0,"mechanism",0
"8592",8591,"isdoíche","cm",2,8592,0,"tonight",0
"8593",8592,"criticiúla","cm",2,8593,0,"critical",0
"8594",8593,"gclárú","cm",2,8594,0,"registration",0
"8595",8594,"osclófar","cm",2,8595,0,"will be opened",0
"8596",8595,"n-iarrfaí","cm",2,8596,0,"would be asked",0
"8597",8596,"phaistí","cm",2,8597,0,"patches",0
"8598",8597,"cearbhall","cm",2,8598,0,"head",0
"8599",8598,"rísholéir","cm",2,8599,0,"royal clear",0
"8600",8599,"shéarachas","cm",2,8600,0,"sewage",0
"8601",8600,"slíbhíneachta","cm",2,8601,0,"bond",0
"8602",8601,"chraolachán","cm",2,8602,0,"broadcast",0
"8603",8602,"amadáin","cm",2,8603,0,"fools",0
"8604",8603,"tearc","mm",2,8604,0,"rare",0
"8605",8604,"phobalbhunaithe","cm",2,8605,0,"community-based",0
"8606",8605,"mhaoiníonn","cm",2,8606,0,"finances",0
"8607",8606,"fhorchéimnitheach","cm",2,8607,0,"progressive",0
"8608",8607,"dubhda","cm",2,8608,0,"black",0
"8609",8608,"cosmhuintire","cm",2,8609,0,"commoner",0
"8610",8609,"bothán","mm",2,8610,0,"hut",0
"8611",8610,"bhféadfaimís","cm",2,8611,0,"we could",0
"8612",8611,"an-brú","cm",2,8612,0,"very stressful",0
"8613",8612,"bhfeidm","cm",2,8613,0,"function",0
"8614",8613,"mucú","cm",2,8614,0,"pig",0
"8615",8614,"scairshealbhóirí","cm",2,8615,0,"shareholders",0
"8616",8615,"gcinntí","cm",2,8616,0,"decisions",0
"8617",8616,"dáinséir","cm",2,8617,0,"dangerous",0
"8618",8617,"achtófar","cm",2,8618,0,"shall be enacted",0
"8619",8618,"eagarthóir","mm",2,8619,0,"editor",0
"8620",8619,"hiarmhí","cm",2,8620,0,"west meat",0
"8621",8620,"fisiciúla","cm",2,8621,0,"physical",0
"8622",8621,"mbaincéirí","cm",2,8622,0,"bankers",0
"8623",8622,"dóil","cm",2,8623,0,"hope",0
"8624",8623,"cnáimhseáling","cm",2,8624,0,"midwife",0
"8625",8624,"shábháilt","cm",2,8625,0,"safe",0
"8626",8625,"airgeadaíochta","cm",2,8626,0,"monetary",0
"8627",8626,"leibheáil","cm",2,8627,0,"leveling",0
"8628",8627,"bhancanna","cm",2,8628,0,"banks",0
"8629",8628,"ndéarna","cm",2,8629,0,"did",0
"8630",8629,"phríobhaideach","cm",2,8630,0,"private",0
"8631",8630,"talmhaíocht","mm",2,8631,0,"agriculture",0
"8632",8631,"meánmhéide","cm",2,8632,0,"medium-sized",0
"8633",8632,"fála","cm",2,8633,0,"acquisition",0
"8634",8633,"an-bheaga","cm",2,8634,0,"very small",0
"8635",8634,"bíonnn","cm",2,8635,0,"there are",0
"8636",8635,"meánmhéid","cm",2,8636,0,"average size",0
"8637",8636,"bhreisluacha","cm",2,8637,0,"added value",0
"8638",8637,"bhímse","cm",2,8638,0,"I was",0
"8639",8638,"ló","cm",2,8639,0,"day",0
"8640",8639,"fhlaithiúil","cm",2,8640,0,"generous",0
"8641",8640,"méan","cm",2,8641,0,"average",0
"8642",8641,"ballstát","cm",2,8642,0,"member state",0
"8643",8642,"struchtúrach","cm",2,8643,0,"structural",0
"8644",8643,"nglacfaidís","cm",2,8644,0,"they would accept",0
"8645",8644,"dhúbailt","cm",2,8645,0,"double",0
"8646",8645,"éachtach","mm",2,8646,0,"accomplished",0
"8647",8646,"mhór-roinn","cm",2,8647,0,"continent",0
"8648",8647,"chuimhneamh","cm",2,8648,0,"memory",0
"8649",8648,"dhomhanda","cm",2,8649,0,"global",0
"8650",8649,"mhúineann","cm",2,8650,0,"teaches",0
"8651",8650,"fhíric","cm",2,8651,0,"fact",0
"8652",8651,"bhuiseád","cm",2,8652,0,"budget",0
"8653",8652,"tsamhail","cm",2,8653,0,"model",0
"8654",8653,"ceartbhunaithe","cm",2,8654,0,"rights-based",0
"8655",8654,"neamh","mm",2,8655,0,"heaven",0
"8656",8655,"bhan","cm",2,8656,0,"woman",0
"8657",8656,"filíocht","mm",2,8657,0,"poetry",0
"8658",8657,"sheanadóirí","cm",2,8658,0,"senators",0
"8659",8658,"omóis","cm",2,8659,0,"homage",0
"8660",8659,"hochtóidí","cm",2,8660,0,"eighties",0
"8661",8660,"tacúil","cm",2,8661,0,"supportive",0
"8662",8661,"heacnamúil","cm",2,8662,0,"economic",0
"8663",8662,"ceistniú","cm",2,8663,0,"questioning",0
"8664",8663,"laoire","cm",2,8664,0,"hero",0
"8665",8664,"dris","mm",2,8665,0,"bramble",0
"8666",8665,"chasán","cm",2,8666,0,"step",0
"8667",8666,"ségol","cm",2,8667,0,"seven",0
"8668",8667,"dtuairiscítear","cm",2,8668,0,"is reported",0
"8669",8668,"gcríochnaítear","cm",2,8669,0,"is completed",0
"8670",8669,"bhúiochas","cm",2,8670,0,"gratitude",0
"8671",8670,"seanchaí","mm",2,8671,0,"old lady",0
"8672",8671,"íocóirí","cm",2,8672,0,"payers",0
"8673",8672,"lamh","cm",2,8673,0,"hand",0
"8674",8673,"assemblée","cm",2,8674,0,"assembly",0
"8675",8674,"fouéré","cm",2,8675,0,"fouere",0
"8676",8675,"dubhghlas","cm",2,8676,0,"black-and-green",0
"8677",8676,"cómhlucht","cm",2,8677,0,"company",0
"8678",8677,"siúicre","cm",2,8678,0,"sugar",0
"8679",8678,"láithreacha","cm",2,8679,0,"locations",0
"8680",8679,"féinriail","cm",2,8680,0,"autonomy",0
"8681",8680,"cár","mm",2,8681,0,"where",0
"8682",8681,"cuairteoir","mm",2,8682,0,"visitor",0
"8683",8682,"turasóir","mm",2,8683,0,"tourist",0
"8684",8683,"thaispeántas","cm",2,8684,0,"exhibition",0
"8685",8684,"séadchomharthaí","cm",2,8685,0,"monuments",0
"8686",8685,"chónaíonn","cm",2,8686,0,"lives",0
"8687",8686,"tiomántas","cm",2,8687,0,"dedication",0
"8688",8687,"feachtasóirí","cm",2,8688,0,"campaigners",0
"8689",8688,"oibríochtúil","cm",2,8689,0,"operational",0
"8690",8689,"atáimíd","cm",2,8690,0,"we are",0
"8691",8690,"dhíchil","cm",2,8691,0,"diligent",0
"8692",8691,"ambasáid","mm",2,8692,0,"embassy",0
"8693",8692,"hachtaíodh","cm",2,8693,0,"enacted",0
"8694",8693,"ndearbhóidh","cm",2,8694,0,"will declare",0
"8695",8694,"bheimís","cm",2,8695,0,"we would",0
"8696",8695,"mbilliún","cm",2,8696,0,"billion",0
"8697",8696,"todchaí","cm",2,8697,0,"future",0
"8698",8697,"thodhcaí","cm",2,8698,0,"future",0
"8699",8698,"naimhdeach","mm",2,8699,0,"hostile",0
"8700",8699,"fíor-suntasach","cm",2,8700,0,"very significant",0
"8701",8700,"gcloigeann","cm",2,8701,0,"bell",0
"8702",8701,"dhuit","gdoc",2,8702,0,"for you",0
"8703",8702,"comharleoirí","cm",2,8703,0,"consultants",0
"8704",8703,"gcónai","cm",2,8704,0,"always",0
"8705",8704,"ghníomhú","cm",2,8705,0,"action",0
"8706",8705,"ghnáththeanga","cm",2,8706,0,"common language",0
"8707",8706,"gcailliúnt","cm",2,8707,0,"loss",0
"8708",8707,"bhforaoiseacha","cm",2,8708,0,"forestry",0
"8709",8708,"fichidí","cm",2,8709,0,"twenties",0
"8710",8709,"fhilí","cm",2,8710,0,"poet",0
"8711",8710,"ceatharlach","mm",2,8711,0,"Carlow",0
"8712",8711,"comhluchtaí","cm",2,8712,0,"bodies",0
"8713",8712,"diúltaigh","mm",2,8713,0,"refuse",0
"8714",8713,"atráth","cm",2,8714,0,"postponement",0
"8715",8714,"bhile","cm",2,8715,0,"bill",0
"8716",8715,"catagóire","cm",2,8716,0,"category",0
"8717",8716,"tréimhseachán","mm",2,8717,0,"periodical",0
"8718",8717,"indíreach","mm",2,8718,0,"indirect",0
"8719",8718,"an-aisteach","cm",2,8719,0,"very strange",0
"8720",8719,"táilli","cm",2,8720,0,"fees",0
"8721",8720,"bhaineadh","cm",2,8721,0,"removed",0
"8722",8721,"chuspóra","cm",2,8722,0,"purpose",0
"8723",8722,"corcaí","cm",2,8723,0,"corks",0
"8724",8723,"chríche","cm",2,8724,0,"territory",0
"8725",8724,"gléasra","mm",2,8725,0,"plant",0
"8726",8725,"bhun-reachtaíocht","cm",2,8726,0,"basic legislation",0
"8727",8726,"anáil","mm",2,8727,0,"breath",0
"8728",8727,"thángthas","cm",2,8728,0,"arrived",0
"8729",8728,"fimínteacht","cm",2,8729,0,"firmness",0
"8730",8729,"moilleadóireachta","cm",2,8730,0,"procrastination",0
"8731",8730,"háiteacha","cm",2,8731,0,"local",0
"8732",8731,"ró-thábhachtach","cm",2,8732,0,"too important",0
"8733",8732,"gcasfaidh","cm",2,8733,0,"will turn",0
"8734",8733,"laochraí","cm",2,8734,0,"heroes",0
"8735",8734,"tréine","cm",2,8735,0,"strength",0
"8736",8735,"impíom","cm",2,8736,0,"I implore you.",0
"8737",8736,"dtuistí","cm",2,8737,0,"parents",0
"8738",8737,"ráthaíonn","cm",2,8738,0,"guarantees",0
"8739",8738,"breithiúnach","mm",2,8739,0,"judicial",0
"8740",8739,"an-fhiúntach","cm",2,8740,0,"very worthy",0
"8741",8740,"dlúthdiosca","cm",2,8741,0,"compact disc",0
"8742",8741,"mhórán","cm",2,8742,0,"many",0
"8743",8742,"cathaoir","mm",2,8743,0,"chair",0
"8744",8743,"rothaí","mm",2,8744,0,"wheels",0
"8745",8744,"cúntóir","mm",2,8745,0,"assistant",0
"8746",8745,"gcliaint","cm",2,8746,0,"client",0
"8747",8746,"goid","mm",2,8747,0,"theft",0
"8748",8747,"córás","cm",2,8748,0,"system",0
"8749",8748,"sóisialaithe","cm",2,8749,0,"socialized",0
"8750",8749,"siobháns","cm",2,8750,0,"sivan",0
"8751",8750,"thúisce","gdoc",2,8751,0,"first",0
"8752",8751,"gcosa","cm",2,8752,0,"feet",0
"8753",8752,"stiúrú","cm",2,8753,0,"steering",0
"8754",8753,"riarú","cm",2,8754,0,"administration",0
"8755",8754,"róiin","cm",2,8755,0,"seal",0
"8756",8755,"haistriúchán","cm",2,8756,0,"translation",0
"8757",8756,"cnaipí","cm",2,8757,0,"buttons",0
"8758",8757,"reáchtáilte","cm",2,8758,0,"run",0
"8759",8758,"bunreachtaíocht","cm",2,8759,0,"constitution",0
"8760",8759,"míníodh","cm",2,8760,0,"explained",0
"8761",8760,"pár","mm",2,8761,0,"parchment",0
"8762",8761,"n-athbhreithnithe","cm",2,8762,0,"reviews",0
"8763",8762,"seanstíl","cm",2,8763,0,"old style",0
"8764",8763,"scríobhneoireachta","cm",2,8764,0,"writing",0
"8765",8764,"cruinneas","mm",2,8765,0,"accuracy",0
"8766",8765,"fhoilsíonn","cm",2,8766,0,"publishes",0
"8767",8766,"breathnaímid","cm",2,8767,0,"let's look",0
"8768",8767,"stíleanna","cm",2,8768,0,"styles",0
"8769",8768,"coileáin","cm",2,8769,0,"puppies",0
"8770",8769,"fhág","gdoc",2,8770,0,"left",0
"8771",8770,"stáít","cm",2,8771,0,"state",0
"8772",8771,"seirbhísi","cm",2,8772,0,"services",0
"8773",8772,"sheáin","gdoc",2,8773,0,"John",0
"8774",8773,"flosc","mm",2,8774,0,"flux",0
"8775",8774,"leasaíodh","cm",2,8775,0,"was amended",0
"8776",8775,"béarla-gaeilge","cm",2,8776,0,"English-Irish",0
"8777",8776,"ghnáth-obair","cm",2,8777,0,"routine work",0
"8778",8777,"tairgíodh","cm",2,8778,0,"offered",0
"8779",8778,"achtaítear","cm",2,8779,0,"is enacted",0
"8780",8779,"riaráiste","mm",2,8780,0,"arrears",0
"8781",8780,"figiúiri","cm",2,8781,0,"figures",0
"8782",8781,"riaraistí","cm",2,8782,0,"arrears",0
"8783",8782,"an-thomhaiste","cm",2,8783,0,"very measured",0
"8784",8783,"onóracha","cm",2,8784,0,"honors",0
"8785",8784,"ísleoidh","cm",2,8785,0,"will lower",0
"8786",8785,"dtuilleamaí","cm",2,8786,0,"dependent",0
"8787",8786,"airc","mm",2,8787,0,"ark",0
"8788",8787,"urraíochta","cm",2,8788,0,"sponsorship",0
"8789",8788,"pleanálaithe","cm",2,8789,0,"planners",0
"8790",8789,"ndeachrachtaí","cm",2,8790,0,"difficulties",0
"8791",8790,"neamart","mm",2,8791,0,"negligence",0
"8792",8791,"ghnothaí","cm",2,8792,0,"affairs",0
"8793",8792,"allúntais","cm",2,8793,0,"allowances",0
"8794",8793,"féin-fianna","cm",2,8794,0,"self-deception",0
"8795",8794,"fáil-independent","cm",2,8795,0,"available-independent",0
"8796",8795,"laoighaire-rathdown","cm",2,8796,0,"laighaire-rathdown",0
"8797",8796,"cruálach","mm",2,8797,0,"cruel",0
"8798",8797,"ingearáin","cm",2,8798,0,"complaints",0
"8799",8798,"meánlae","cm",2,8799,0,"noon",0
"8800",8799,"tiontú","mm",2,8800,0,"conversion",0
"8801",8800,"comhairleacháin","cm",2,8801,0,"consultations",0
"8802",8801,"mhódh","cm",2,8802,0,"much",0
"8803",8802,"poiblíocht","mm",2,8803,0,"publicity",0
"8804",8803,"féachtar","cm",2,8804,0,"see",0
"8805",8804,"scun","mm",2,8805,0,"skunk",0
"8806",8805,"bhfreagracht","cm",2,8806,0,"responsibility",0
"8807",8806,"rannóige","cm",2,8807,0,"department",0
"8808",8807,"mheitheal","cm",2,8808,0,"team",0
"8809",8808,"phríomha","cm",2,8809,0,"primary",0
"8810",8809,"chloí","cm",2,8810,0,"stick",0
"8811",8810,"tsean-chaighdeáin","cm",2,8811,0,"old standards",0
"8812",8811,"fhéidireacht","cm",2,8812,0,"possibility",0
"8813",8812,"aontaímíd","cm",2,8813,0,"we agree",0
"8814",8813,"milleáin","cm",2,8814,0,"blame",0
"8815",8814,"trítheangach","cm",2,8815,0,"trilingual",0
"8816",8815,"biachlár","mm",2,8816,0,"menu",0
"8817",8816,"lárionaid","cm",2,8817,0,"centers",0
"8818",8817,"bhfuinneog","cm",2,8818,0,"window",0
"8819",8818,"théarmaíocht","cm",2,8819,0,"terminology",0
"8820",8819,"shamplaí","cm",2,8820,0,"examples",0
"8821",8820,"ghramadaí","cm",2,8821,0,"grammar",0
"8822",8821,"dtraidisiúin","cm",2,8822,0,"traditions",0
"8823",8822,"eisiúnt","cm",2,8823,0,"issue",0
"8824",8823,"n-athraítear","cm",2,8824,0,"is changed",0
"8825",8824,"tréimshe","cm",2,8825,0,"period",0
"8826",8825,"dteastódh","cm",2,8826,0,"would like",0
"8827",8826,"ndéarfá","cm",2,8827,0,"you would say",0
"8828",8827,"uasdhátú","cm",2,8828,0,"update",0
"8829",8828,"shamhlóinn","cm",2,8829,0,"I would imagine",0
"8830",8829,"eascair","mm",2,8830,0,"arose",0
"8831",8830,"athfhoilsiú","cm",2,8831,0,"republish",0
"8832",8831,"h-athbheochana","cm",2,8832,0,"revival",0
"8833",8832,"scríobhneoireacht","cm",2,8833,0,"writing",0
"8834",8833,"béarlachas","cm",2,8834,0,"Englishness",0
"8835",8834,"tsiúl","cm",2,8835,0,"walk",0
"8836",8835,"coinníonn","cm",2,8836,0,"keeps",0
"8837",8836,"fíor-athbhreithniú","cm",2,8837,0,"real review",0
"8838",8837,"príomhfhadhb","cm",2,8838,0,"main problem",0
"8839",8838,"eolaí","mm",2,8839,0,"scientist",0
"8840",8839,"gnáth-bhaill","cm",2,8840,0,"ordinary members",0
"8841",8840,"solúbthachta","cm",2,8841,0,"flexibility",0
"8842",8841,"n-airí","cm",2,8842,0,"ministers",0
"8843",8842,"ró-dhaingean","cm",2,8843,0,"too tight",0
"8844",8843,"n-úsáidfaidh","cm",2,8844,0,"will use",0
"8845",8844,"cineálacha","cm",2,8845,0,"types",0
"8846",8845,"dhia","gdoc",2,8846,0,"god",0
"8847",8846,"athchruthú","cm",2,8847,0,"reconstruction",0
"8848",8847,"cáilíocht","mm",2,8848,0,"quality",0
"8849",8848,"gcohórt","cm",2,8849,0,"cohort",0
"8850",8849,"bhunleibhéal","cm",2,8850,0,"elementary level",0
"8851",8850,"chúntóirí","cm",2,8851,0,"assistants",0
"8852",8851,"conraitheoir","mm",2,8852,0,"contractor",0
"8853",8852,"gciallódh","cm",2,8853,0,"would mean",0
"8854",8853,"thetaoiseach","cm",2,8854,0,"leader",0
"8855",8854,"fháistineach","cm",2,8855,0,"prophetic",0
"8856",8855,"gainimh","cm",2,8856,0,"sand",0
"8857",8856,"an-fhlaithiúil","cm",2,8857,0,"very generous",0
"8858",8857,"dhúshlán","cm",2,8858,0,"a challenge",0
"8859",8858,"robáil","mm",2,8859,0,"robbery",0
"8860",8859,"mbabhta","cm",2,8860,0,"round",0
"8861",8860,"conspóidí","cm",2,8861,0,"controversies",0
"8862",8861,"bainteoirí","cm",2,8862,0,"harvesters",0
"8863",8862,"hiar-airí","cm",2,8863,0,"former minister",0
"8864",8863,"dtosaíonn","cm",2,8864,0,"begins",0
"8865",8864,"gcrann","gdoc",2,8865,0,"tree",0
"8866",8865,"aisíocaíochtaí","cm",2,8866,0,"refunds",0
"8867",8866,"gclúdóidh","cm",2,8867,0,"will cover",0
"8868",8867,"deimhneacha","cm",2,8868,0,"positive",0
"8869",8868,"an-mhisneach","cm",2,8869,0,"very courageous",0
"8870",8869,"d’ábhair","cm",2,8870,0,"for materials",0
"8871",8870,"iarbhunscoile","cm",2,8871,0,"post-primary",0
"8872",8871,"bhfreagraíonn","cm",2,8872,0,"answers",0
"8873",8872,"ceoltoirí","cm",2,8873,0,"musicians",0
"8874",8873,"gimicí","cm",2,8874,0,"gimmicks",0
"8875",8874,"faigh","mm",2,8875,0,"get",0
"8876",8875,"tabhactach","cm",2,8876,0,"important",0
"8877",8876,"tard-rúnaí","cm",2,8877,0,"undersecretary",0
"8878",8877,"eagraigh","mm",2,8878,0,"organize",0
"8879",8878,"íospartach","cm",2,8879,0,"victim",0
"8880",8879,"míshástachta","cm",2,8880,0,"dissatisfaction",0
"8881",8880,"seanadoirí","cm",2,8881,0,"senators",0
"8882",8881,"bhfaightí","cm",2,8882,0,"found",0
"8883",8882,"díomách","mm",2,8883,0,"disappointing",0
"8884",8883,"gheobhadh","gdoc",2,8884,0,"would get",0
"8885",8884,"n-íocfadh","cm",2,8885,0,"would pay",0
"8886",8885,"n-íocfaidh","cm",2,8886,0,"will pay",0
"8887",8886,"mhíthuiscint","cm",2,8887,0,"misunderstanding",0
"8888",8887,"rúndacht","mm",2,8888,0,"secrecy",0
"8889",8888,"gcothódh","cm",2,8889,0,"would nourish",0
"8890",8889,"gcruthófaí","cm",2,8890,0,"would be created",0
"8891",8890,"bpíobán","cm",2,8891,0,"pipe",0
"8892",8891,"gcosán","cm",2,8892,0,"path",0
"8893",8892,"comhréiteach","mm",2,8893,0,"compromise",0
"8894",8893,"cúlturlann","cm",2,8894,0,"culture room",0
"8895",8894,"riomh","cm",2,8895,0,"before",0
"8896",8895,"comhaire","cm",2,8896,0,"count",0
"8897",8896,"chruacháis","cm",2,8897,0,"cruelty",0
"8898",8897,"príomhchúiseanna","cm",2,8898,0,"main reasons",0
"8899",8898,"gheallsealbhóirí","cm",2,8899,0,"stakeholders",0
"8900",8899,"amhaín","cm",2,8900,0,"one",0
"8901",8900,"neamhoifigiúil","mm",2,8901,0,"unofficial",0
"8902",8901,"scoite","mm",2,8902,0,"isolated",0
"8903",8902,"mór-thimpeall","cm",2,8903,0,"all around",0
"8904",8903,"hathchóiriú","cm",2,8904,0,"restoration",0
"8905",8904,"mbeitheá","cm",2,8905,0,"you would be",0
"8906",8905,"déanfadh","cm",2,8906,0,"would do",0
"8907",8906,"gceachtar","cm",2,8907,0,"either",0
"8908",8907,"gnaoi","mm",2,8908,0,"business",0
"8909",8908,"féilire","mm",2,8909,0,"calendar",0
"8910",8909,"tarna","mm",2,8910,0,"then",0
"8911",8910,"dúthaigh","mm",2,8911,0,"district",0
"8912",8911,"bhardas","cm",2,8912,0,"municipality",0
"8913",8912,"gceapachán","cm",2,8913,0,"appointment",0
"8914",8913,"athdheimhniú","cm",2,8914,0,"reconfirmation",0
"8915",8914,"cáillíochtaí","cm",2,8915,0,"qualifications",0
"8916",8915,"héifeacht","cm",2,8916,0,"effect",0
"8917",8916,"comhoibríoch","cm",2,8917,0,"collaborative",0
"8918",8917,"ndáileadh","cm",2,8918,0,"distribution",0
"8919",8918,"ghréasáin","cm",2,8919,0,"network",0
"8920",8919,"fhadtréimhse","cm",2,8920,0,"long period",0
"8921",8920,"thréimse","cm",2,8921,0,"period",0
"8922",8921,"drumholm","cm",2,8922,0,"drumholm",1
"8923",8922,"saoi","mm",2,8923,0,"sage",0
"8924",8923,"rámhainn","cm",2,8924,0,"spade",0
"8925",8924,"hiarbhunscoile","cm",2,8925,0,"post-primary",0
"8926",8925,"gcóimheas","cm",2,8926,0,"ratio",0
"8927",8926,"dhúbail","cm",2,8927,0,"double",0
"8928",8927,"gcómhair","cm",2,8928,0,"companion",0
"8929",8928,"caoine","cm",2,8929,0,"crying",0
"8930",8929,"phócaí","cm",2,8930,0,"pockets",0
"8931",8930,"luífidh","cm",2,8931,0,"will fit",0
"8932",8931,"codán","mm",2,8932,0,"fraction",0
"8933",8932,"chistí","cm",2,8933,0,"funds",0
"8934",8933,"iomlánaíoch","cm",2,8934,0,"holistic",0
"8935",8934,"follasach","mm",2,8935,0,"obvious",0
"8936",8935,"urraíocht","mm",2,8936,0,"sponsorship",0
"8937",8936,"chomónta","cm",2,8937,0,"common",0
"8938",8937,"úire","mm",2,8938,0,"freshness",0
"8939",8938,"fabhrach","mm",2,8939,0,"favorable",0
"8940",8939,"méadaíonn","cm",2,8940,0,"increases",0
"8941",8940,"lán-gaelacha","cm",2,8941,0,"all-Irish",0
"8942",8941,"dhéanfainn","cm",2,8942,0,"I would do",0
"8943",8942,"istván","cm",2,8943,0,"istvan",0
"8944",8943,"thréigint","cm",2,8944,0,"abandonment",0
"8945",8944,"aintín","mm",2,8945,0,"aunt",0
"8946",8945,"an-ionadh","cm",2,8946,0,"very surprised",0
"8947",8946,"donn","mm",2,8947,0,"brown",0
"8948",8947,"shíoda","cm",2,8948,0,"silk",0
"8949",8948,"ngabhann","cm",2,8949,0,"takes",0
"8950",8949,"t-amhrán","cm",2,8950,0,"song",0
"8951",8950,"séléka","cm",2,8951,0,"séléka",1
"8952",8951,"gaelchóláistí","cm",2,8952,0,"Irish-language colleges",0
"8953",8952,"séala","mm",2,8953,0,"seal",0
"8954",8953,"faillíoch","cm",2,8954,0,"negligent",0
"8955",8954,"fhormhaoirsiú","cm",2,8955,0,"supervision",0
"8956",8955,"nótáilte","cm",2,8956,0,"noted",0
"8957",8956,"fo-phainéal","cm",2,8957,0,"sub-panel",0
"8958",8957,"misnigh","mm",2,8958,0,"encourage",0
"8959",8958,"gcomharbas","cm",2,8959,0,"succession",0
"8960",8959,"hearcaíocht","cm",2,8960,0,"recruitment",0
"8961",8960,"shásaigh","cm",2,8961,0,"satisfied",0
"8962",8961,"sín","mm",2,8962,0,"sign",0
"8963",8962,"dúireadh","cm",2,8963,0,"said",0
"8964",8963,"gconspóid","cm",2,8964,0,"controversy",0
"8965",8964,"gcáisc","cm",2,8965,0,"Easter",0
"8966",8965,"fáil-appointed","cm",2,8966,0,"available-appointed",0
"8967",8966,"n-áireofar","cm",2,8967,0,"will be included",0
"8968",8967,"féin-provisional","cm",2,8968,0,"self-provisional",0
