"word","source","corpusfreq","corpusrank","english"
"gcumadh","cm",1,10158,0
"íosagán","cm",1,10159,0
"proinsías","cm",1,10160,0
"sárcháinaisnéise","cm",1,10161,0
"bpróiseás","cm",1,10162,0
"éircom","cm",1,10163,0
"votachán","cm",1,10164,0
"réamhshampla","cm",1,10165,0
"gcomhghairdeachas","cm",1,10166,0
"an-deabhéasach","cm",1,10167,0
"sóiléir","cm",1,10168,0
"fhóilsiú","cm",1,10169,0
"baraíocht","cm",1,10170,0
"barántás","cm",1,10171,0
"cuardaíochta","cm",1,10172,0
"mionphoínte","cm",1,10173,0
"tráidisiún","cm",1,10174,0
"toghchánaíocht","mm",1,10175,0
"aimniúchán","cm",1,10176,0
"laghdúó","cm",1,10177,0
"neamhpholaitiúil","cm",1,10178,0
"aibréan","cm",1,10179,0
"bhfinnscéal","cm",1,10180,0
"bhíéagóir","cm",1,10181,0
"n-ainmneofar","cm",1,10182,0
"míréalaíoch","cm",1,10183,0
"finnscéal","cm",1,10184,0
"méóráid","cm",1,10185,0
"cruachán","cm",1,10186,0
"haisíoctaíochtaí","cm",1,10187,0
"comhghleachaí","cm",1,10188,0
"gcríochníonn","cm",1,10189,0
"comhghairdeais","cm",1,10190,0
"molt","mm",1,10191,1
"n-ordú","cm",1,10192,0
"líonmhar","mm",1,10193,0
"phríomhthosaíochtaí","cm",1,10194,0
"ceanglaítear","cm",1,10195,0
"gceapfaidís","cm",1,10196,0
"gcrèche","cm",1,10197,0
"frítheadh","cm",1,10198,0
"lorgófaí","cm",1,10199,0
"bheachtú","cm",1,10200,0
"hathréimniú","cm",1,10201,0
"inmholtacht","cm",1,10202,0
"réiteoidís","cm",1,10203,0
"bhfeidhmeoidís","cm",1,10204,0
"phríomhmheán","cm",1,10205,0
"mionn","mm",1,10206,0
"rianaibh","cm",1,10207,0
"tseanbhoird","cm",1,10208,0
"gnáthléitheoireacht","cm",1,10209,0
"éadroma","cm",1,10210,0
"chúlsheomra","cm",1,10211,0
"speisialtóireachta","cm",1,10212,0
"cúisigh","mm",1,10213,0
"nua-bhunaithe","cm",1,10214,0
"mórmheáin","cm",1,10215,0
"heagarthóirí","cm",1,10216,0
"chraolfaí","cm",1,10217,0
"éadóchais","cm",1,10218,0
"mínadúrtha","cm",1,10219,0
"bhainfeas","cm",1,10220,0
"bhunscolaíochta","cm",1,10221,0
"gnáththeanga","cm",1,10222,0
"gclos","cm",1,10223,0
"théacsleabhair","cm",1,10224,0
"ghúm","cm",1,10225,0
"t-institiúid","cm",1,10226,0
"tuairimíochta","cm",1,10227,0
"comhcheangal","mm",1,10228,0
"léirmheastóirí","cm",1,10229,0
"tsamhlaíocht","cm",1,10230,0
"shílfinn","cm",1,10231,0
"rúndiamhair","mm",1,10232,0
"bleachtaireacht","mm",1,10233,0
"comhoibiriú","cm",1,10234,0
"seanamhráin","cm",1,10235,0
"ceirníní","cm",1,10236,0
"dioscaí","cm",1,10237,0
"hathbreithniú","cm",1,10238,0
"cáilíochta","cm",1,10239,0
"daltaíábalta","cm",1,10240,0
"foclóra","cm",1,10241,0
"ghnáthchaint","cm",1,10242,0
"mbíobla","cm",1,10243,0
"chríonnacht","cm",1,10244,0
"sceach","mm",1,10245,0
"piseog","mm",1,10246,0
"mírú","cm",1,10247,0
"luch","mm",1,10248,0
"ró-theibí","cm",1,10249,0
"taitneamhnach","cm",1,10250,0
"réamháisnéis","cm",1,10251,0
"daibhí","cm",1,10252,0
"bhrollacháin","cm",1,10253,0
"ghluaisteáin","cm",1,10254,0
"chorrán","cm",1,10255,0
"labhráidís","cm",1,10256,0
"seans-mhaith","cm",1,10257,0
"ghnáthpháiste","cm",1,10258,0
"seantrabh","cm",1,10259,0
"chloífimid","cm",1,10260,0
"thréaslú","cm",1,10261,0
"deá-oibre","cm",1,10262,0
"féidreacht","cm",1,10263,0
"leathnódh","cm",1,10264,0
"cláranna","cm",1,10265,0
"díofa","cm",1,10266,0
"buíonta","cm",1,10267,0
"traspháirteach","cm",1,10268,0
"thángas","cm",1,10269,0
"thraidisiúin","cm",1,10270,0
"an-aclaí","cm",1,10271,0
"léitheoir","mm",1,10272,0
"áisínteacht","cm",1,10273,0
"ionadú","cm",1,10274,0
"han-bheag","cm",1,10275,0
"chineáil","cm",1,10276,0
"háisínteachtaí","cm",1,10277,0
"an-bheomhar","cm",1,10278,0
"an-fiúntach","cm",1,10279,0
"droch-chomhartha","cm",1,10280,0
"bhrigín","cm",1,10281,0
"t-iarrthóir","cm",1,10282,0
"gcona","cm",1,10283,0
"flanagáin","cm",1,10284,0
"ró-leathan","cm",1,10285,0
"tascaí","cm",1,10286,0
"iompaí","cm",1,10287,0
"chéatadán","cm",1,10288,0
"rialá","cm",1,10289,0
"ghaeilgeoiríúsáid","cm",1,10290,0
"ógeagrais","cm",1,10291,0
"péáit","cm",1,10292,0
"ceannasaíochta","cm",1,10293,0
"síorthroid","cm",1,10294,0
"dhíospóireachtaí","cm",1,10295,0
"iar-sheanadóra","cm",1,10296,0
"bhíáthas","cm",1,10297,0
"chluichí","cm",1,10298,0
"spáinnise","cm",1,10299,0
"smoaineamh","cm",1,10300,0
"dian-bhrú","cm",1,10301,0
"chiallaímid","cm",1,10302,0
"míolra","cm",1,10303,0
"atmaisféir","cm",1,10304,0
"inmhe","mm",1,10305,0
"treibhe","cm",1,10306,0
"sheanchnámhacha","cm",1,10307,0
"seanchaisleáin","cm",1,10308,0
"tógaimis","cm",1,10309,0
"bunscolaíocht","cm",1,10310,0
"meánscolaíocht","cm",1,10311,0
"lán-ghaoluinne","cm",1,10312,0
"ndéanfaíé","cm",1,10313,0
"an-chonspóid","cm",1,10314,0
"gceannófar","cm",1,10315,0
"t-impiriúlachas","cm",1,10316,0
"mharc","cm",1,10317,0
"náisiúntachta","cm",1,10318,0
"idirnáisiúntacht","cm",1,10319,0
"spáinníse","cm",1,10320,0
"síníse","cm",1,10321,0
"eascaí","cm",1,10322,0
"náisiúntacht","mm",1,10323,0
"sean-fhoirgnimh","cm",1,10324,0
"sean-suíomhanna","cm",1,10325,0
"an-infheistíocht","cm",1,10326,0
"leithchéad","cm",1,10327,0
"sean-pháirtí","cm",1,10328,0
"tógálaí","mm",1,10329,0
"ath-dhíoltar","cm",1,10330,0
"laethiúil","cm",1,10331,0
"cháineach","cm",1,10332,0
"dhílárú","cm",1,10333,0
"cuinneagáin","cm",1,10334,0
"ghaeilgeorí","cm",1,10335,0
"béarlóir","mm",1,10336,0
"n-iompaíonn","cm",1,10337,0
"náé","cm",1,10338,0
"bhíó","cm",1,10339,0
"míréalaíocha","cm",1,10340,0
"chasaoid","cm",1,10341,0
"heagarthóireacht","cm",1,10342,0
"hiondúis","cm",1,10343,0
"léifidís","cm",1,10344,0
"thuarascálacha","cm",1,10345,0
"lái","cm",1,10346,0
"dhéarna","cm",1,10347,0
"oibríodh","cm",1,10348,0
"chomhaigne","cm",1,10349,0
"díláraithe","cm",1,10350,0
"láraithe","cm",1,10351,0
"logainmneach","cm",1,10352,0
"ndeimhniú","cm",1,10353,0
"brainse","mm",1,10354,0
"bhrainse","cm",1,10355,0
"údarásacha","cm",1,10356,0
"logainmniú","cm",1,10357,0
"líosáin","cm",1,10358,0
"peileadóirí","cm",1,10359,0
"pháidíó","cm",1,10360,0
"dháire","cm",1,10361,0
"mhick","cm",1,10362,0
"údarásaigh","cm",1,10363,0
"dáin","cm",1,10364,0
"séúsáidte","cm",1,10365,0
"bhfilíocht","cm",1,10366,0
"sééascaí","cm",1,10367,0
"macnaimh","cm",1,10368,0
"éaguimseach","cm",1,10369,0
"scaoilfear","cm",1,10370,0
"ciapadh","mm",1,10371,0
"bhrúidiúlacha","cm",1,10372,0
"saorfaí","cm",1,10373,0
"phailistín","cm",1,10374,0
"himpiriúlachta","cm",1,10375,0
"túircis","cm",1,10376,0
"fiúé","cm",1,10377,0
"méadúó","cm",1,10378,0
"gnáth-dhuine","cm",1,10379,0
"ghnáth-dhuine","cm",1,10380,0
"chríostúil","cm",1,10381,0
"athscrúdúá","cm",1,10382,0
"bhfoirmeacha","cm",1,10383,0
"infeistiú","cm",1,10384,0
"milliúnaí","cm",1,10385,0
"deá-ghuí","cm",1,10386,0
"cléir","mm",1,10387,0
"treorlíntí","cm",1,10388,0
"ródhóchasach","cm",1,10389,0
"an-thábhacthach","cm",1,10390,0
"bhfaitíos","cm",1,10391,0
"liobrálaíé","cm",1,10392,0
"firéantacht","cm",1,10393,0
"comhlachtaíéagsúla","cm",1,10394,0
"máíoctar","cm",1,10395,0
"proifisiún","cm",1,10396,0
"aerlíne","cm",1,10397,0
"séá","cm",1,10398,0
"sabhálfadh","cm",1,10399,0
"mheasúnacht","cm",1,10400,0
"idir-rannógach","cm",1,10401,0
"ghráinseach","cm",1,10402,0
"ghormáin","cm",1,10403,0
"maccumhail","cm",1,10404,0
"vhóta","cm",1,10405,0
"bhaic","cm",1,10406,0
"mháirseáil","cm",1,10407,0
"aerach","mm",1,10408,0
"tabharthach","cm",1,10409,0
"non-gardaí","cm",1,10410,0
"gnáthbhealach","cm",1,10411,0
"tánaistes","cm",1,10412,0
"seighín","cm",1,10413,0
"síor-bhuíoch","cm",1,10414,0
"píblíne","cm",1,10415,0
"ngéibheann","cm",1,10416,0
"hagóidí","cm",1,10417,0
"mhórpháirtithe","cm",1,10418,0
"phíobán","cm",1,10419,0
"dílís","cm",1,10420,0
"gon-éireoidh","cm",1,10421,0
"seanadoírí","cm",1,10422,0
"dlíí","cm",1,10423,0
"choiriúla","cm",1,10424,0
"brúin","cm",1,10425,0
"bhuanaíonn","cm",1,10426,0
"sclábhaíochta","cm",1,10427,0
"fimíneach","cm",1,10428,0
"neamhchláraithe","cm",1,10429,0
"eadbhard","cm",1,10430,0
"barántas","mm",1,10431,0
"cuardaigh","mm",1,10432,0
"giúistís","mm",1,10433,0
"féin-mholadh","cm",1,10434,0
"meatacháin","cm",1,10435,0
"idéal","mm",1,10436,0
"bunaitheoirí","cm",1,10437,0
"náisiúntóirí","cm",1,10438,0
"chlaí","cm",1,10439,0
"stábla","mm",1,10440,0
"ortáid","cm",1,10441,0
"póilínteachta","cm",1,10442,0
"chorprú","cm",1,10443,0
"déileál","cm",1,10444,0
"shaoránacht","cm",1,10445,0
"polaitiúl","cm",1,10446,0
"gnáthchleachtais","cm",1,10447,0
"scarfaí","cm",1,10448,0
"n-éireoinn","cm",1,10449,0
"héigniú","cm",1,10450,0
"tseasaimh","cm",1,10451,0
"fái-progressive","cm",1,10452,0
"mór-áthas","cm",1,10453,0
"daithíó","cm",1,10454,0
"rabhas","gdoc",1,10455,0
"sóirt","cm",1,10456,0
"ócriomhthain","cm",1,10457,0
"banúlacht","cm",1,10458,0
"fás-supported","cm",1,10459,0
"écoles","cm",1,10460,0
"frithbhuaic","cm",1,10461,0
"éite","cm",1,10462,0
"mion-rudaí","cm",1,10463,0
"faoi-cheilt","cm",1,10464,0
"résistance","cm",1,10465,0
"conchúbhair","cm",1,10466,0
"amús","cm",1,10467,0
"shóisialach","cm",1,10468,0
"ainmneofar","cm",1,10469,0
"lenárn-urlabhraí","cm",1,10470,0
"árus","cm",1,10471,0
"thógfainn","cm",1,10472,0
"bhunúsaigh","cm",1,10473,0
"ghnáthaidhm","cm",1,10474,0
"síá","cm",1,10475,0
"phrácás","cm",1,10476,0
"dhearfaí","cm",1,10477,0
"shíolraigh","cm",1,10478,0
"éifeachta","cm",1,10479,0
"táúdarás","cm",1,10480,0
"hollamh","cm",1,10481,0
"ghlúinse","cm",1,10482,0
"hiar-scoláirí","cm",1,10483,0
"meánoideachais","cm",1,10484,0
"an-réabhlóideach","cm",1,10485,0
"nóón","cm",1,10486,0
"coláistíó","cm",1,10487,0
"líofach","cm",1,10488,0
"bunmhúinteoirí","cm",1,10489,0
"fealsúnaí","cm",1,10490,0
"céadfaí","cm",1,10491,0
"gcíste","cm",1,10492,0
"arán","mm",1,10493,0
"rith-tríd","cm",1,10494,0
"láámháin","cm",1,10495,0
"iomaire","mm",1,10496,0
"neipeál","cm",1,10497,0
"cheannródaíocht","cm",1,10498,0
"ailtire","mm",1,10499,0
"bhreacadh","cm",1,10500,0
"gcúil","cm",1,10501,0
"daonscoil","mm",1,10502,0
"tiontaíodh","cm",1,10503,0
"éigeantais","cm",1,10504,0
"gcorrán","cm",1,10505,0
"seoltóireacht","mm",1,10506,0
"iontaíá","cm",1,10507,0
"rásaí","cm",1,10508,0
"bhilleseo","cm",1,10509,0
"láidriúó","cm",1,10510,0
"héigeantacht","cm",1,10511,0
"cibéúdarás","cm",1,10512,0
"éistfidh","cm",1,10513,0
"siamsaíocht","cm",1,10514,0
"pleidhcíocht","mm",1,10515,0
"lorcáin","cm",1,10516,0
"frí","cm",1,10517,0
"bun-ailt","cm",1,10518,0
"oibleagáidíéagsúla","cm",1,10519,0
"príomh-theideal","cm",1,10520,0
"mbunleasú","cm",1,10521,0
"fás-run","cm",1,10522,0
"dtug","gdoc",1,10523,0
"dhioscaí","cm",1,10524,0
"oigifiúla","cm",1,10525,0
"conspóideacha","cm",1,10526,0
"táéileamh","cm",1,10527,0
"chigirí","cm",1,10528,0
"hard-cháilíochtaí","cm",1,10529,0
"leath-stáit","cm",1,10530,0
"bhunreachtúla","cm",1,10531,0
"sean-chomhlachtaí","cm",1,10532,0
"ant-atmaisféar","cm",1,10533,0
"sean-cháipéisí","cm",1,10534,0
"árn-obair","cm",1,10535,0
"cinniúnaí","cm",1,10536,0
"ndá","cm",1,10537,0
"bhabhar","cm",1,10538,0
"éanlaithe","cm",1,10539,0
"an-rírá","cm",1,10540,0
"aoi-chathaoirleach","cm",1,10541,0
"ghaineamh","cm",1,10542,0
"díospóireachtaíúd","cm",1,10543,0
"inimirceach","mm",1,10544,0
"ofigiúla","cm",1,10545,0
"haisínteachtaí","cm",1,10546,0
"tearmaí","cm",1,10547,0
"tráchtas","mm",1,10548,0
"bhunmhúnla","cm",1,10549,0
"bhfoghlaimeoir","cm",1,10550,0
"chéad-teanga","cm",1,10551,0
"dtárlódh","cm",1,10552,0
"eírí","cm",1,10553,0
"thiontú","cm",1,10554,0
"stóir","cm",1,10555,0
"déanamhan-jab","cm",1,10556,0
"chomh-aigne","cm",1,10557,0
"chomh-aidhm","cm",1,10558,0
"leadránach","mm",1,10559,0
"gcoinneoimis","cm",1,10560,0
"n-úsáidfís","cm",1,10561,0
"ndoiciméad","cm",1,10562,0
"bhreathnaím","cm",1,10563,0
"t-aistrú","cm",1,10564,0
"scríobhtar","cm",1,10565,0
"t-iomlán","cm",1,10566,0
"mhórpholasaí","cm",1,10567,0
"chostasaí","cm",1,10568,0
"séúdarásach","cm",1,10569,0
"nan-ainmneacha","cm",1,10570,0
"fhiafraigh","gdoc",1,10571,0
"idirghabh","cm",1,10572,0
"gnothaí","cm",1,10573,0
"sceimhlitheoireacht","mm",1,10574,0
"gríosú","cm",1,10575,0
"dhánaíocht","cm",1,10576,0
"chnáimhseachas","cm",1,10577,0
"gadaíocht","mm",1,10578,0
"gcomhad","cm",1,10579,0
"gcomhaid","cm",1,10580,0
"oirdéil","cm",1,10581,0
"chliniciúla","cm",1,10582,0
"chúngaigh","cm",1,10583,0
"gcléireach","cm",1,10584,0
"élite","cm",1,10585,0
"beannaím","cm",1,10586,0
"oirdéal","cm",1,10587,0
"earnáileach","cm",1,10588,0
"críost","mm",1,10589,0
"comhairlíáitiúla","cm",1,10590,0
"athghrádáil","cm",1,10591,0
"hathghrádáil","cm",1,10592,0
"bhreabanna","cm",1,10593,0
"gcarad","cm",1,10594,0
"mótorbhealach","cm",1,10595,0
"theamhair","cm",1,10596,0
"sibéil","cm",1,10597,0
"fhíona","cm",1,10598,0
"ghabhaíl","cm",1,10599,0
"bun-pholasaí","cm",1,10600,0
"íéire","cm",1,10601,0
"caomhnóirí","cm",1,10602,0
"gcompord","cm",1,10603,0
"méadófaí","cm",1,10604,0
"thógfaí","cm",1,10605,0
"mhatamaitic","cm",1,10606,0
"bhunábhair","cm",1,10607,0
"bunrudaí","cm",1,10608,0
"gcloiginn","cm",1,10609,0
"sean-réimeas","cm",1,10610,0
"chaillfidís","cm",1,10611,0
"éistfimid","cm",1,10612,0
"vótaíá","cm",1,10613,0
"heagraíochtaíéagsúla","cm",1,10614,0
"leath-míle","cm",1,10615,0
"bríomhara","cm",1,10616,0
"bríomhaireacht","cm",1,10617,0
"ascríobh","cm",1,10618,0
"maolmhaodhóg","cm",1,10619,0
"nachn-aontaíonn","cm",1,10620,0
"scolairí","cm",1,10621,0
"ainmfhocal","mm",1,10622,0
"t-urú","cm",1,10623,0
"guta","mm",1,10624,0
"mearaí","mm",1,10625,0
"có-ordú","cm",1,10626,0
"torthúil","mm",1,10627,0
"comh-ordú","cm",1,10628,0
"gnáth-phobail","cm",1,10629,0
"h-aoise","cm",1,10630,0
"simplíé","cm",1,10631,0
"n-éiríodh","cm",1,10632,0
"teoiric","mm",1,10633,0
"cheannaíodh","cm",1,10634,0
"freagraíón","cm",1,10635,0
"bhféadfaíé","cm",1,10636,0
"léirím","cm",1,10637,0
"h-áiseanna","cm",1,10638,0
"droch-cháil","cm",1,10639,0
"caillaíonn","cm",1,10640,0
"h-áite","cm",1,10641,0
"fobhóthair","cm",1,10642,0
"strainséir","mm",1,10643,0
"ant-oileán","cm",1,10644,0
"mblascaodaí","cm",1,10645,0
"fíor-gaelach","cm",1,10646,0
"droch-chóras","cm",1,10647,0
"móá","cm",1,10648,0
"cúnna","cm",1,10649,0
"spioradálta","mm",1,10650,0
"mheánaicme","cm",1,10651,0
"thuigfeá","cm",1,10652,0
"earra","mm",1,10653,0
"chuirfeá","cm",1,10654,0
"fealsúnachta","cm",1,10655,0
"meánaicme","cm",1,10656,0
"umhlaíocht","mm",1,10657,0
"phríomhaíocht","cm",1,10658,0
"fíor-bhagairt","cm",1,10659,0
"deá-rúnach","cm",1,10660,0
"gabhail","cm",1,10661,0
"theangeolaíochta","cm",1,10662,0
"fíor-fheabhsuithe","cm",1,10663,0
"meán-tréimhse","cm",1,10664,0
"fad-tréimhse","cm",1,10665,0
"h-acmhainní","cm",1,10666,0
"dtabhairfear","cm",1,10667,0
"comhleanúnach","cm",1,10668,0
"dearbhúchain","cm",1,10669,0
"cháilíochtaí","cm",1,10670,0
"h-áit","cm",1,10671,0
"bhféachtar","cm",1,10672,0
"ghnáth-rud","cm",1,10673,0
"híos-chaighdeáin","cm",1,10674,0
"roghnach","mm",1,10675,0
"chomhlíontar","cm",1,10676,0
"théacsanna","cm",1,10677,0
"dhréachtadh","cm",1,10678,0
"féin-bhréagnaitheach","cm",1,10679,0
"thacódh","cm",1,10680,0
"shocraítear","cm",1,10681,0
"gnáth-rudaí","cm",1,10682,0
"séíorónta","cm",1,10683,0
"éigeantaí","cm",1,10684,0
"marcála","cm",1,10685,0
"roscaoin","cm",1,10686,0
"íosuimhir","cm",1,10687,0
"tadhgín","cm",1,10688,0
"bhreithúnais","cm",1,10689,0
"píblínte","cm",1,10690,0
"soláthairt","cm",1,10691,0
"romáine","cm",1,10692,0
"bulgáire","cm",1,10693,0
"dúnmharfóirí","cm",1,10694,0
"t-iar-thaoiseach","cm",1,10695,0
"curach","mm",1,10696,0
"an-chlú","cm",1,10697,0
"iar-impireachtaí","cm",1,10698,0
"ballraíochta","cm",1,10699,0
"bhabhta","cm",1,10700,0
"n-aistarraingfí","cm",1,10701,0
"léachtanna","cm",1,10702,0
"áitiúl","cm",1,10703,0
"picéid","cm",1,10704,0
"dteamhair","cm",1,10705,0
"fiosrúcháín","cm",1,10706,0
"pleánála","cm",1,10707,0
"rúmáin","cm",1,10708,0
"bligh","mm",1,10709,0
"amantaí","cm",1,10710,0
"bhainimid","cm",1,10711,0
"réamhfhocal","mm",1,10712,0
"ghnáth-theideal","cm",1,10713,0
"shílimse","cm",1,10714,0
"dath","mm",1,10715,0
"ghiúistís","cm",1,10716,0
"hachainíocha","cm",1,10717,0
"fáil-backing","cm",1,10718,0
"ghéarghá","cm",1,10719,0
"fíor-phráinneach","cm",1,10720,0
"buan-chóiríocht","cm",1,10721,0
"bhunoideachais","cm",1,10722,0
"ardtosaíocht","cm",1,10723,0
"dearthaí","cm",1,10724,0
"sheomraí","cm",1,10725,0
"coigilteas","mm",1,10726,0
"dearthóireachta","cm",1,10727,0
"chomhoideachais","cm",1,10728,0
"chúntóir","cm",1,10729,0
"príomhshraithe","cm",1,10730,0
"fhoghabhálach","cm",1,10731,0
"samhláitear","cm",1,10732,0
"bhuanchóiríochta","cm",1,10733,0
"géirchéim","cm",1,10734,0
"scríobhfaí","cm",1,10735,0
"uafásaigh","cm",1,10736,0
"kilkenny-carlow-portlaoise","cm",1,10737,0
"sciuird","mm",1,10738,0
"oibir","mm",1,10739,0
"sairséil","cm",1,10740,0
"portlaoise-cullahill","cm",1,10741,0
"inmholta","mm",1,10742,0
"comhréireach","cm",1,10743,0
"bhiseach","cm",1,10744,0
"criosú","cm",1,10745,0
"críocha","cm",1,10746,0
"bhfoinse","cm",1,10747,0
"réamh","cm",1,10748,0
"cáin-fhaisnéis","cm",1,10749,0
"dónaill","cm",1,10750,0
"afganastáin","cm",1,10751,0
"aigní","cm",1,10752,0
"tsúdáin","cm",1,10753,0
"chomharsanach","cm",1,10754,0
"t-urlabhraí","cm",1,10755,0
"athstruchtúraithe","cm",1,10756,0
"struchtúrtha","cm",1,10757,0
"n-íocaimid","cm",1,10758,0
"ceamara","mm",1,10759,0
"gearrscannáin","cm",1,10760,0
"micheálitis","cm",1,10761,0
"léighim","cm",1,10762,0
"páipeír","cm",1,10763,0
"cabhar","cm",1,10764,0
"shíníonn","cm",1,10765,0
"hofráil","cm",1,10766,0
"pháirt-aimseartha","cm",1,10767,0
"príobháidithe","cm",1,10768,0
"liobrálachais","cm",1,10769,0
"choinníollacha","cm",1,10770,0
"núicléach","mm",1,10771,0
"micheál-itis","cm",1,10772,0
"príosúnacht","mm",1,10773,0
"frithdhaonlathaí","cm",1,10774,0
"egalité","cm",1,10775,0
"liammóir","cm",1,10776,0
"fhéis","cm",1,10777,0
"cumhghaill","cm",1,10778,0
"h-oráidí","cm",1,10779,0
"fédérale","cm",1,10780,0
"éigeandálach","cm",1,10781,0
"machairí","cm",1,10782,0
"huachtaráin","cm",1,10783,0
"mhíchothromas","cm",1,10784,0
"fhócas","cm",1,10785,0
"fheabhsóidh","cm",1,10786,0
"losagáin","cm",1,10787,0
"ró-mhóra","cm",1,10788,0
"crosaire","mm",1,10789,0
"dtarraingíonn","cm",1,10790,0
"fianna-fáil","cm",1,10791,0
"tárlú","cm",1,10792,0
"leír","cm",1,10793,0
"ath-roghnú","cm",1,10794,0
"rachfaidís","cm",1,10795,0
"fáilification","cm",1,10796,0
"meán-aosta","cm",1,10797,0
"ngnáthshaoil","cm",1,10798,0
"moch","mm",1,10799,0
"gnáth-commuters","cm",1,10800,0
"gnáth-scoláirí","cm",1,10801,0
"gcreimeadh","cm",1,10802,0
"mídhaonlathacha","cm",1,10803,0
"oibríocht","mm",1,10804,0
"coughlanmáire","cm",1,10805,0
"lenihanseán","cm",1,10806,0
"gormleyagusandéamon","cm",1,10807,0
"gruaig","mm",1,10808,0
"lán-tacaíochta","cm",1,10809,0
"prataiciúil","cm",1,10810,0
"dóiche","mm",1,10811,0
"labhríomar","cm",1,10812,0
"slíbhín-type","cm",1,10813,0
"suíonna","cm",1,10814,0
"téadh","cm",1,10815,0
"ceolárais","cm",1,10816,0
"cáilliúnt","cm",1,10817,0
"cómhbhrón","cm",1,10818,0
"chómhghleacaithe","cm",1,10819,0
"démarches","cm",1,10820,0
"ró-ghafa","cm",1,10821,0
"síochá","cm",1,10822,0
"círéib","mm",1,10823,0
"ró-dhona","cm",1,10824,0
"gnáth-rud","cm",1,10825,0
"bhlainséir","cm",1,10826,0
"gcomhphairtíocht","cm",1,10827,0
"suaimhneach","mm",1,10828,0
"dréacht-chonradh","cm",1,10829,0
"hisiltíre","cm",1,10830,0
"bhfrancaigh","cm",1,10831,0
"simón","cm",1,10832,0
"déileálaimid","cm",1,10833,0
"saighneáil","cm",1,10834,0
"ráméis","cm",1,10835,0
"srón","mm",1,10836,0
"ardghníomhaíochta","cm",1,10837,0
"t-ollmhéad","cm",1,10838,0
"poilitíochta","cm",1,10839,0
"lipéidí","cm",1,10840,0
"bpáirtnéireachtaí","cm",1,10841,0
"bhfuaireadar","cm",1,10842,0
"cheadúint","cm",1,10843,0
"gnáth-cúplaí","cm",1,10844,0
"macliammóir","cm",1,10845,0
"hilton-macliammóir","cm",1,10846,0
"noispidéal","cm",1,10847,0
"mídleathacha","cm",1,10848,0
"freagraíochtaí","cm",1,10849,0
"phreasagallamh","cm",1,10850,0
"tharlós","cm",1,10851,0
"tuaraiscí","cm",1,10852,0
"ndearbhaíonn","cm",1,10853,0
"pobailbhreith","cm",1,10854,0
"chomhaireacht","cm",1,10855,0
"féachfaimid","cm",1,10856,0
"bhréagnú","cm",1,10857,0
"géibhinne","cm",1,10858,0
"áitítear","cm",1,10859,0
"chomhráite","cm",1,10860,0
"il-ghabhálach","cm",1,10861,0
"chibé","cm",1,10862,0
"radió","cm",1,10863,0
"gcothaítear","cm",1,10864,0
"shimpliú","cm",1,10865,0
"artificiálta","cm",1,10866,0
"dúnáin","cm",1,10867,0
"ndúnfaí","cm",1,10868,0
"coimisinéar","cm",1,10869,0
"díograsacha","cm",1,10870,0
"athlíonadh","cm",1,10871,0
"ghearr-théarmach","cm",1,10872,0
"séipéil","cm",1,10873,0
"scríobhta","cm",1,10874,0
"gceannanas","cm",1,10875,0
"dea-tairbhe","cm",1,10876,0
"trír","cm",1,10877,0
"cliathach","mm",1,10878,0
"an-buíochas","cm",1,10879,0
"títhe","cm",1,10880,0
"galltachtaí","cm",1,10881,0
"tíreolas","cm",1,10882,0
"ceilís","cm",1,10883,0
"cúla","cm",1,10884,0
"aiféal","cm",1,10885,0
"mí-thráthúil","cm",1,10886,0
"nanóg","cm",1,10887,0
"youngchildren","cm",1,10888,0
"paidir","mm",1,10889,0
"sérgio","cm",1,10890,0
"tacaíocha","cm",1,10891,0
"neamhrialtachtaí","cm",1,10892,0
"vótalaithe","cm",1,10893,0
"an-bhród","cm",1,10894,0
"iar-fórsa","cm",1,10895,0
"abéche","cm",1,10896,0
"míbhuntáistiúla","cm",1,10897,0
"ghlúine","cm",1,10898,0
"sabháil","cm",1,10899,0
"churamóirí","cm",1,10900,0
"mheánphá","cm",1,10901,0
"leathnaigh","mm",1,10902,0
"bandaí","cm",1,10903,0
"húineirí","cm",1,10904,0
"ceannaitheoirí","cm",1,10905,0
"athstructurú","cm",1,10906,0
"an-tábhactach","cm",1,10907,0
"mhortgáiste","cm",1,10908,0
"chéad-cheannaithóirí","cm",1,10909,0
"céad-ceannaitheoirí","cm",1,10910,0
"dtánaiste","cm",1,10911,0
"méadu","cm",1,10912,0
"pinsineoirí","cm",1,10913,0
"deá-sceal","cm",1,10914,0
"carbóineach","cm",1,10915,0
"sláine","cm",1,10916,0
"ard-chúirte","cm",1,10917,0
"bhfaighmis","cm",1,10918,0
"abhcóid","cm",1,10919,0
"fhéachaint","cm",1,10920,0
"n-aistritheoirí","cm",1,10921,0
"compórdaí","cm",1,10922,0
"bunthéarmaí","cm",1,10923,0
"freastalóidh","cm",1,10924,0
"éiróidh","cm",1,10925,0
"n-athníonn","cm",1,10926,0
"ath-shuí","cm",1,10927,0
"scríobhadh","cm",1,10928,0
"dlíodoirí","cm",1,10929,0
"léiriu","cm",1,10930,0
"mionscríbhinn","cm",1,10931,0
"gearánaí","cm",1,10932,0
"gceapódh","cm",1,10933,0
"déíléail","cm",1,10934,0
"idirbhreitheach","cm",1,10935,0
"réamhshocrú","cm",1,10936,0
